src_content,dst_content,src_content_len
신선한 게장을 짜내어 고소하고 감칠맛이 좋은 밥새우와 함께 비벼 간단하지만 영양소 가득한 한끼 식사,"A simple but nutritious meal made with fresh marinated crab and savory, rich-flavored dried shrimp",55
에스프레소와 같은 양의 원두로 더 적은 양을 추출해 강하고 풍부한 향과 풍미를 느낄 수 있습니다 .,"Strong, Plentiful Fragrance and Savor, less amount extracted from the same volume of coffee beans used for Espresso",55
"옥수수 , 올리브 , 방울 토마토 , 치즈 , 아보카도 , 케이준 랜치소스로 맛을 낸 정통 콥샐러드","Authentic Cobb Salad with Corns , Olives , Cherry Tomatoes , Cheese , Avocado and Cajun Ranch Sauce",55
좋은 육질의 소갈비를 이가서식당 전통의 특제 양념으로 숙성 한 뒤 정성스레 구워 드리는 정갈한 반상,Nicely presented Set Menu with Premium Grilled Beef Ribs Aged in our Traditional Secret Sauce,55
주문과 동시에 조리하므로 다소 시간이 지체됩니다 . 이해해주신다면 최고의 맛 으로 보답하겠습니다 .,"Our restaurant prepares food upon order, so each order may take some time. Kindly understand, and we will repay your patience with the best tasting dishes.",55
짝갈비에서 나온 양지머리로 정성껏 끓인 경상도식 소고기 국밥이에요 . 해장에도 술안주로도 강력 추천,"Gyeonsang Province style Beef and Rice Soup, made with the brisket from the ribs. Pairs well with a drink, as well as being the perfect hangover food.",55
초밥 12p + 한라봉샐러드 + 새우튀김 1P + 미니고기국수 + 백고동 숙회 1p + 미니도로덮밥,Sushi 12p + Hallabong Tangerine Salad + Fried Shrimp 1p + Mini Pork Noodles + Parboiled White Sea Snail 1p + Mini Tuna Belly on Rice,55
"트러플 , 포르치니 , 표고 등 다양한 버섯과 샬롯 , 마늘 , 크림치즈 들어간 "" 쉐프스 피자 ""","""Chef's Pizza"" with various mushrooms such as truffle, porcini, oak mushroom, shallot, garlic and cream cheese",55
"판체타 , 포르치니 , 표고 등 다양한 버섯과 유정란 수란이 올라간 크림소스 "" 유정란 파파델레 ""","""Viable Egg Pappardelle"" with various mushrooms such as pancetta, porcini, oak mushroom, viable poached egg and cream sauce",55
한라봉스시 네이버 영수증 리뷰 이벤트 참여시 애월당 돌크림빵 1개 증정 or 하이엔드제주 10%할인,"When participating in the Naver Receipt Review Event for Hanrabong Sushi, you can receive either 1 Aewoldang Stone Cream Bread or 10% Discount of High End Jeju",55
"( 제주성게 , 참치 , 광어3 , 연어2 , 초새우 , 간장새우 , 소라 , 장어 , 소고기 )","( Jeju Sea Urchin , Tuna , 3 Flatfish , 2 Salmon , Shrimp , Soy Sauce Marinated Shrimp , Conch , Eel , Beef )",54
1인세트와 하프믹스메뉴는 카레라이스 / 하야시라이스 / 카레우동 / 크림카레파스타 중 1가지 선택,Choose one among Curry Rice / Hayashi Rice / Curry Udon / Cream Curry Pasta for Single Set and Half-and-Half Menu,54
5 ~ 9월 하절기 기간 식품 안전을 위해 김밥은 냉장보관 및 제조 후 4시간 이내 판매합니다 .,"During the Summer periods of May ~ September, for food safety, all gimbap products are stored in refridgerators and sold within 4 hours of creation.",54
元祖 전주비빔밥 또는 전주 돌솥비빔밥과 함께 부채살 소불고기구이와 밥반찬 된장찌개가 제공됩니다 .,"Grilled top blade beef bulgogi, side dishes, and soybean paste stew are provided with the original Jeonju bibimbap or hot stone pot Jeonju bibimbap.",54
"갓갈비는 1등급 한돈 갈비를 고집하고 있으며,목살을 쓰지 않고 오로지 갈비로만 구성되어 있습니다.","Godgalbi insists on first-class Handon Galbi, and it consists of only ribs without pork neck.",54
구수한 된장맛에 차돌박이의 고소함이 더해진 차돌된장찌개와 함께 정통 소불고기 구이가 제공됩니다 .,Authentic grilled beef bulgogi is provided with the beef brisket soybean paste stew which has the earthy flavors of soybean paste and the nuttiness of beef brisket.,54
룽고보다 부드럽고 깔끔한 풍미의 시그니처 블렌드로 추출한 에스프레소로 가장 대중적인 커피입니다 .,"The Most Popular coffee, Espresso extracted from Signature Blend, with Milder and more Refreshing Flavor than that of Lungo",54
"바삭하게 튀긴 치킨과 바질페스토 , 그라나파다노 , 레몬제스트에 레몬을 뿌려 드시면 더 맛있습니다","Crispy Fried Chicken with Basil Pesto , Grana Padano and Lemon Zest. More delicious with a squeeze of lemon juice.",54
"버터에 구운 문어 , 먹물 거품 소스 , 파프리카 소스 , 감자 , 콜리 플라워 "" 문어 구이 ""","""Grilled Octopus"" with buttery grilled octopus, squid inked foam, paprika sauce, potato and cauliflower",54
부채살 정식 1 인 ( 120g ) + 치킨 ( 75g ) + 새송이 버섯 + 철판 두부 & 계란,Top Blade Set Menu for One Serving ( 120g ) + Chicken ( 75g ) + King Oyster Mushroom + Griddled Bean Curd & Egg,54
선홍빛깔이 어여쁜 소고기 중에서 가장 연한 부위에요. 진한 육향에 반하실거에요 있을 때 드셔요 .,The most tender cut of beef with its beautiful bright cherry red color. You'll fall in love with the cut's flavorful fragrance. Enjoy it while they are in stock.,54
"손끝에 정성을 담아 눈과 마음이 행복해지며 귀한 대접 받은 듯 , 내 몸까지 귀해지는 건강한 밥상",Your eyes and heart light up in the care delivered through the hands of our chefs. A healthy table that even adds value to your body,54
"씹을수록 터져 나오는 제주 한우의 참맛 , 갈비에 목숨건 사장님이 자신있게 내놓는 한우 생갈비 .","The true taste of Jeju beef with every bite. The owner, who spent his lifetime on ribs, proudly presents this dish.",54
에스프레소에 소량의 우유 거품을 더해 부드러우면서 진한 커피의 조화로운 맛을 느낄 수 있습니다 .,"Harmonious Flavor of Mild and Deep coffee, adding a bit of Milk Froth on Espresso",54
"이탈리안 베이컨인 판체타와 토마토 소스 , 애호박 , 가지가 들어간 "" 아마트리치아나 리가토니 ""","""Amatriciana Rigatoni"" with Italian bacon pancetta, tomato sauce, summer squash and eggplant",54
제주후라이드갈치구이 + 게우( 전복 내장 )미역국 + 제주흑돼지간장볶음 + 수향미솥밥 + 반찬4찬,Jeju Fried Cutlassfish + Abalone Innards Seaweed Soup + Jeju Stir-fried Soy Sauce Black Pork + Suhyangmi Hot Stone Pot Rice + 4 Kinds of Side Dishes,54
"가리비 , 새우 , 조개 등 다양한 종류의 해산물로 만든 토마토 스튜 "" 토마토 해산물 스튜 ""","""Tomato Seafood Stew"", a tomato stew with various seafood such as scallops, shrimp and clam",53
갓갈비에서 맛있게 식사하시고 인스타 또는 네이버 리뷰 작성 시 음료 or 소주 1개를 드립니다.,"If you enjoyed your meal at Godgalbi and posted it on Instagram or Naver review, you can get a drink or a bottle of soju.",53
"데코 _ 쵸초렛칩 , 화이트쵸코렛 샌드된 딸기 속에 코인트로 ( 오렌지 술 )소량첨가 되어 있음","Decoration_Strawberries with a bit of Cointreau(Orange flavored alcohol) inside, with which Chocolate chips and White Chocolate are dressed",53
돼지사골과 모자반으로 뭉건하게 끓여내는 베지근하고 담백한 국물 ! 전통 제 주식으로 끓였어요 .,The dish contains pork broth and gulfweed that was continuously boiled for its clean and moreish taste ! We used the traditional Jeju method to create this dish.,53
명호돗갈비는 모든 재료를 국내산으로 만듭니다 . 고기는 기본 주문 3인분 이상부터 가능합니다 .,"In Myeongho Dotgalbi, all ingredients are sourced locally, from Korea. Meat orders must be from minimum orders of 3 servings.",53
박물관에 어떤 청소 도구가 있을까요 ? 색깔을 보고 알맞은 도구를 찾아 스티커를 붙여 보세요 .,What types of equipment are there in the museum? Look at the color to find the right equipment and put a sticker on it.,53
부드러운 초코쉬폰과 고소한 생크림이 어우러진 제품으로 칼로리가 낮은 케익 *쵸코렛 슬라이스 데코,A low-carlorie cake harmonized with mild Chocolate Chiffon and fragrant Whipped Cream *Sliced Chocolate scattered for Decoration,53
"양파 , 콩 , 버섯 , 감자에 향신료를 넣어서 만든 인도 현지인들이 가장 즐겨 먹는 전통 커리","The Most Popular Traditional Indian Curry made with Onions , Beans , Mushrooms , Potatoes and Spices",53
"얼큰한 국물에 꽃게 , 오징어 , 홍합 , 쭈꾸미 해상물이 푸짐하게 올라간 시원하게 매운 쌀국수","Refreshingly spicy rice noodles with hot soup topped with crab, squid, mussels, webfoot octopus, and other seafoods",53
전 세계 커피 생산량 중 7%정도 뿐인 스페셜티 원두 만을 사용하여 추출한 에스프레소 입니다 .,Espresso extracted solely from Specialty coffee beans which occupy only 7% of Global coffee production,53
프랑스제 고급 밀가루와 버터만을 사용해 미슐랭 레스토랑에도 납품되고 있는최고급 크로아상입니다 .,"Exclusively using the finest flour and butter produced in France, these supreme-grade croissants are even sent to Michelin-starred restaurants.",53
한국 코스닥 상장 기업인 플리 토 는 인공 지능 기술 로 빠르고 정확한 번역 을 제공 합니다 .,"Flitto, a KOSDAQ-listed company in Korea, provides quick and accurate translation results to users and customers through its AI technology. ",53
고디바 G 로고가 담긴 초콜릿 쉘에 다양한 필링이 담겨 골라먹을 수 있는 한 입 크기의 초콜릿,"The Bite-sized Chocolates feature various fillings in chocolate shells with a Godiva's ""G"" logo.",52
과학자는 되지 못했어 아직 집도 없고..열심히 살긴 했는데 생각대로 잘 안되네실망시켜서 미안해,"I couldn't be a scientist. I don't have a house yet. I have lived my life to the fullest, but it hasn't worked out as I expected. I'm sorry to disappoint you",52
"그림을 잘 보고 , 친구의 몸을 깨끗이 하기 위해 필요한 물건을 찾아 스티커를 붙여 보세요 .",Look at the picture carefully and put stickers with the right equipment to help our friend become clean.,52
남파고택의 모든 음식은 주문과 동시에 조리가 이루어집니다 .조금 늦더라도 양해 부탁드립니다 .,Every dish in Nampa House is prepared upon order. We kindly ask for your patience as the dishes are prepared.,52
"담백하고 고소한 우둔살과 참기름 , 깨소금 , 바다의 보양식 우니로 맛을 낸 고소한 한우 육회","A beef tartare made with beef rounds , sesame oil , stir-fried sesame seeds , and nutritious sea urchin",52
모든 메뉴와 음료에 첨가되는 재료는 엄격한 관리를 통화여 항상 최상의의 품질을 유지 합니다 .,Ingredients in all menus and drinks are strictly controlled to maintain the highest quality.,52
"분식• 야채 순대 볶음 : 19,000• 순대                 :    4,000","Snacks. Stir-fried vegetable sundae: 19,000. Sundae : 4,000",52
"블랙베리, 라즈베리의 달콤한 향과 함께 삼나무, 옅은 가죽, 스모키 한 풍미가 느껴지는 와인.","A wine with a sweet scent of blackberry, raspberry, cedar, light leather, and smoky flavor.",52
여우 윙키가 카드 재료를 모두 찾을 수 있도록 방향을 알려주는 화살표 스티커를 붙여 보세요 .,Put the right arrow stickers so that Winky knows which way to go to find all the material he needs to make a card.,52
청주한씨 300년 전통 비법으로 빚어낸 간장게장은 한국음식 의 대표이자 발효음식의 꽃입니다 .,"The soy sauce marinated crab, made with a traditional 300-year-old recipe from the Cheongju Han Family, is a signature Korean food and a main cuisine of fermented foods.",52
"최상급 부채살 180g , 메가 크런치 감자 튀김과 루꼴라 샐러드를 곁들인 품격 있는 스테이크","Premium steak menu with 180g of the finest grade top blade meat, mega cruch french fries, and rucola salad",52
큰기와집의 육수에 들깨와 순두부를 넣어 높은 영양과 고소하고 부드러워 세대 불문 사랑하는 음식,"All-generation-loving food with high nutrition and deep flavor, made with our special broth, perilla seed and soft bean curd",52
"화살표를 붙여 엘리가 원하는 운동 도구를 찾고 , 운동 도구 위에 별 스티커를 붙여 보세요 .","Put arrow stickers to find out which exercise equipment Elly wants, and put a start sticker on it.",52
달콤쌉싸름한 매력을 가진 커피로 여러분들의 하루에 작은 위로가 되길 바라는 희망을 가진 커피,A coffee with a sweet and bitter charm in hopes of delivering a small condolence to your day,51
"돼지고기 , 새우 , 게살과 채소를 섞어 라이스페이퍼에 잘 말아 바삭하게 튀긴 베트남식 만두","Vietnamese-style dumplings with pork, shrimp, crab meat, and vegetable rolled in rice paper and deep-fried until crispy",51
마늘과 앤초비를 넣고 6시간동안 약불에 정성 들여 끓인 소스와 스파게티니 면을 곁들인 파스타,"Pasta with sauce made with care, spending 6 hours on low heat with garlic and anchovies, and spaghettini noodles",51
만 5세가 되면 하나의 인격체로 인정하여 이를 대접하기 위하여  차린 어린이 상차림입니다 .,"This is a table set menu for children, served in recognition of children as a human being with personality as they reach the age of 5.",51
모든 수육 메뉴에는 30시간 이상 청정 돼지 사골을 끓여 만든 도새기탕이 함께 제공됩니다 .,"With all Steamed Pork Slices, a bowl of pork soup which was made boiling pork bone for over 30 hours is included .",51
불맛을 입혀 매콤하게 볶아낸 곱창과 차돌박이를 밥 혹은 면과 함께 취향껏 즐길 수 있는 메뉴,A menu with spicy stir-fried small intestines and brisket with smoky flavor enjoyed with either rice or noodles,51
"소바면을 부드러운 계란 , 에비후라이 , 게살 등 갖가지 재료와 함께 감태로 말아낸 마끼 .","A Maki roll using Soba Noodles and other ingredients, including soft eggs, fried shrimp, crab meat, etc.",51
양지훈 셰프의 특제 함박 스테이크와 소스 그리고 루꼴라 샐러드를 곁들인 페어링지의 대표 메뉴,"PairingG's signature menu, with Chef Yang Ji-hoon's special hamburger steak and sauce, and rucola salad",51
자극적이지 않은 고급스러운 달콤함과 고소함의 황금비율로 호불호 없이 누구나 좋아하는 떡입니다,"Rice cake loved by everyone, as the menu delivers a golden ratio of tastes between luxurious sweetness that is not stimulating and a savory nuttiness.",51
제철 장아찌에 생면을 말아드려요 . 고기와 곁들이는 최고의 단짝 . 돌돌 말아 함께드세요 .,"Chewy fresh noodles are served, with seasonal pickled vegetables. Enjoyed best with meat. wrap the noodles around the meat and try them together.",51
"향긋한 하겐다즈 녹차아이스크림 위에 신선한 우유와 딸기 컴포트 , 딸기를 얹은 매혹적인 음료","Charming drink with fresh milk, strawberry compote, and strawberry on top of fragrant Haagen Daaz Green Tea ice cream",51
( 프렌치 200g + 생양갈비 230g + 생양등심 150g + 가니쉬 + 치즈 퐁듀 ),( 200g French + 230g Fresh Lamb Chops + 150g Fresh Lamb Sirloin + Garnish + Cheese Fondue ),50
3번 떡볶이 ( 3 ~ 4인 ) + 스페셜모듬튀김 + 버터갈릭감자튀김 + 쿨피스 ( 대 ),#3 Tteokbokki ( 3-4 servings ) + Special Assorted Deep-Fried Dish + Deep-fried Potatoes with Butter Garlic + Coolpis (Large),50
4번 로제떡볶이 ( 3 ~ 4인 ) + 맛감자 40개 + 스페셜모듬튀김 + 콜라 1.25L,#4 Rosé Tteokbokki ( 3-4 serving ) + 40 Tater Tots + Special Assorted Deep-Fried Dish + Coke 1.25 L,50
돗갈비의 식감 대장 . 천 겹의 마블링이 꽃 피어 있어요 . 아삭아삭 탱탱하게 맛보세요 .,The texture king of Dot Galbi . The meat is sewn with marbling of a thousand layers. Enjoy its cruchy and tangy texture.,50
마블링이 꽃처럼 분포 되어 있어 육즙이 진하고 씹을수록 고소한 감칠맛을 느낄 수 있는 부위,"This cut contains marbling spread all around the meat like a flower, which results in thick meat juices and a savory taste",50
부드러운 가지와 다진 돼지고기를 바삭하게 볶아 매콤 달콤한 소스에 버무린 중국식 가지 요리,"A Chinese-style eggplant dish, frying soft eggplant and diced pork together and serving them in sweet and spicy sauce",50
부드럽고 달콤한 크리스피 크림의 시그니처 도넛 오리지널 글레이즈드가 12 개 들어있는 세트,Set menu with 12 pieces of smooth and sweet Krispy Kreme signature donut original glazed,50
"부라타 치즈와 계절 과일 , 최상급 올리브 오일 , 허브오일 , 허브 "" 부라타 샐러드 ""","""Burrata Salad"" with burrata cheese, seasonal fruits, the finest olive oil, herb oil and herb",50
"브리오쉬번에 국내산 한우를 사용한 패티 , 신선한 야채 ,특제소스로 완성한 프리미엄 햄버거","A Premium Hamburger with Brioche Buns , Korean Beef Patty , Fresh Vegetables and Special Sauce",50
비첸향의 전통적인 제조방식에 따라 수제로 만들어진 슬라이스포크를선물세트로 구성한 제품입니다,Gift Set of Homemade Sliced Pork from our Traditional Manufacturing way,50
빠르다 마트에 새로운 물건들이 많이 들어 왔어요 . 규칙에 따라 물건들을 정리해 볼까요 ?,There are many new products here at Speedy Mart. Shall we try to arrange them by the rules?,50
소고기 중 가장 연한 부위로 지방층이 적고 소고기의 맛을 제대로 느낄 수 있는 최고급 부위,This premium meat cut has low fat and is the most tender part of beef where the true flavors of beef can be experienced,50
싱싱한 오징어와 아삭한 콩나물을 넣어 갓 지어 낸  향기만 맡아도 해장이 될 것 같은 솥밥,Stone pot rice freshly steamed with fresh squid and crunchy bean sprouts; its scent is enough to cure hangovers,50
오동통한 갈매기살에 칼집 옷을 입혀 통으로 내어드려요 .향긋한 마농 소스와 함께 드세요 !,A thick slab of pork skirt meat is scored and served whole. Enjoy with our fragrant manong (garlic) sauce !,50
"요술 콩이 쑥쑥 자라더니 , 하늘까지 닿았어요 .잭은 콩나무를 타고 하늘로 올라 갔어요 .",The magic bean grew taller and taller until it reached the sky. Jack climbed the beanstalk and up the sky.,50
"유과 , 한들곡식 , 약과 , 매작과로 구성된 세트로 다양한 맛을 경험해 보실 수 있습니다","Confectionary set which consists of fried rice sweets, Handeul grains, honey cookies, and fried twist cookies, that delivers various tastes to the consumer.",50
프랑스 발로나 초콜릿과 상하목장 아이스크림을 블렌딩한 고급스러운 달콤함이 특징인 음료입니다,"Beverage of Refined Sweetness, with French Valrhona Chocolate and Sangha Farm Ice Cream Blended",50
한입 소반 의 독창적 인 방법 으로 만들어진얼큰한 오징어 와 잘 익은 깍두기 의환상 의 맛,"The fantastic taste of spicy squid, made in the unique Hanip Soban methods, with perfectly ripe radish kimchi",50
현재 나가사키를 대표하는 맛집으로 명성을 펼치며 일본의 전국구 돈카츠 맛집이 되었습니다 .,"It is now widely known as a delicacy restaurant that represents Nagasaki, establishing itself as one of the pork cutlet delicacy restaurants throughout Japan.",50
"( 체다치즈 , 마카로니 , 페퍼로니 , 허브 , 사워 크림 , 베이컨 , 비타민 잎 )","(Cheddar Cheese, Macaroni, Pepperoni, Herbs, Sour Cream, Bacon, Vitamin leaves)",49
9종의 그레인즈 인기 쿠키와 새롭게 개발된 4종의 쿠키로 다양한 구성을 맛볼 수 있습니다,9 Flavors of Grains Cookies and New 4 flavors Cookies,49
고온에서 정교하게 가공된 진주 모양의 초콜릿으로 고디바를 캐주얼하게 즐길 수 있는 초콜릿,Godiva's Casual Pearl-shaped Chocolate produced at a high temperature,49
"꽃게와 오징어 , 관자 등 풍부한 해산물을 넣고 스파이시하게 만들어낸 토마토 소스 리조또","Spicy tomato risotto with plenty of seafood, such as blue crab, squid, and scallops",49
"돼지고기 , 새우 , 게살과 채소를 섞어 라이스 페이퍼에 돌돌 말아 튀긴 베트남 식 만두","돼지고기 , 새우 , 게살과 채소를 섞어 라이스 페이퍼에 돌돌 말아 튀긴 베트남 식 만두",49
부드러운 양지와 지방질이 거의 없는 고단백 깐양 2가지 부위를 한번에 맛볼 수 있는 메뉴,Menu where you can enjoy the tender brisket and lean beef tripe which is high in protein at the same time,49
"부드럽게 조리한 닭가슴살과 홈메이드 시저 드레싱 , 레지아노 치즈 ""치킨 시저 샐러드 ""","""Chicken Caesar Salad"" with tender chicken breast, homemade caesar dressing and Reggiano cheese",49
"사르르플레인 , 리얼초코쿠키 , 아몬드쿠키 각 2개씩 개별포장 되어 있는 세트 상품입니다","Cookie set of individually wrapped cookies with 2 each of Snow Cookie Plain, Real Chocolate Cookie, and Almond Cookie.",49
상하목장 아이스크림과 얼음을 블렌딩해 아이스크림을 더욱 부드럽게 즐길 수 있는 음료입니다,"You can enjoy softer Ice Cream, with Sangha Farm Ice Cream and Ice Blended",49
시원한 재철 장아찌에 탱탱한 생면을 말아드려요. 고기 드신 후 깔끔한 마무리를 책임질게요,Chewy noodles are served with seasonal pickled vegetables. This dish will guarantee a clean finish to your meat meals.,49
"아나에어로빅 워시드 가공 방식을 통해 생산되었으며 프루티 , 쥬시 , 꿀 맛을 띄는 커피","The coffee was produced using the anaerobic washed processing method and boasts fruity, juicy, and honey flavors.",49
"짙은 오렌지 컬러에 부드러운 목넘김, 은은한 꿀 향과 시트러스 향이 그 풍미를 더합니다.","A beer with a dark orange hue, a smooth swallow, delicate honey aroma, and citrus aroma add to the beer's deep flavor.",49
찍먹보다 부먹 ! 하지만 자갈치식당은 여러분의 개성과 취향을 존중합니다 ! 맛있게 드셔요,"Rather than dipping, pour the sauce and enjoy ! However, we at Jagalchi Restaurant fully respect your individuality and taste ! Please enjoy",49
청정제주산 흑돼지를 석쇠에 구워 누구나 다아는 맛이지만 누구나 맛볼수 없는 귀한 반상차림,"Grilled Jeju Black Pork with common flavor, but Rare Opportunity to be served",49
크림과 딸기잼이 샌드된 두툼한 수제 초코파이로 추억을 자극하는 오리지널의 맛을 느껴보세요,"Enjoy the Original taste of Homemade Choco Pie with cream and Strawberry Jam, triggering your earlier memories",49
활고등어회 ( 小 ) + 우럭조림 ( 小 ) + 고등어구이 1+ 매운탕 ( 뚝배기 1 ),Sliced Raw Mackerel ( Small ) + Braised Rockfish ( Small ) + 1 Grilled Mackerel + Spicy Fish Stew ( 1 Hot Pot ),49
감사의 마음을 전하는 몽샹82 선물세트로 소중한 분께 감동과 감사의 마음을 전하세요 .,Give a Gratitude to your Precious ones with our Mongxiang Gift Set,48
"고기 육수에 양지 , 깐양 , 갈빗대 3가지 부위를 함께 즐기는 오마이포 스페셜 쌀국수","The special rice noodles of O MAI PHO to enjoy all three cuts of brisket, tripe, and ribs together with meat broth",48
곱창안에 베어든 양념이 고소한 감칠맛을 선사하고 얼큰하고 담백한 국물이 일품인 곱창전골,"The seasoning deep into small intestines provide a nutty savory flavor, and the hot pot boasts a hot and refreshing broth",48
구운 견과류의 고소한 풍미와 다크초콜릿의 달콤한 쌉싸름함이 오래도록 이어지는 커피 원두,Coffee beans that linger for a long time with the savory flavor of toasted nuts and the sweet bitterness of dark chocolate,48
달달한 간장양념에 갖은 야채와 신선한 쇠고기를 버무려 즐기는 한와담소반의 시그니처 메뉴,HANWADAM SOBAN's signature menu made with mixing fresh beef and various vegetables in a sweet soy sauce marinade,48
"돼지고기 , 새우 , 게살과 채소를 섞어 라이스 페이퍼에 돌돌 말아 튀긴 베트남식 만두","Vietnamese-style dumplings with pork, shrimp, crab meat, and vegetable mixed together and rolled in rice paper",48
락토프리 우유 ( 유당제거 우유 ) 로 만들어 배 아플 걱정없이 즐길 수 있는 라떼 .,No concern for Stomache due to Lactose Free Milk,48
미소된장과 고추기름이 들어간 시원한 국물에 쫄깃한 생면과 차돌을 넣어 탄생 한 일품요리,Dish made by adding chewy fresh noodles and beef brisket into a refreshing broth with miso soybean paste and chili oil,48
버터핑거팬케익스의 밀크셰이크는 매장에서 직접 갈아넣은 바나나 또는 딸기가 들어갑니다 .,Butterfinger Pancakes' milkshakes contain bananas or strawberries that were directly ground in-store.,48
빨간 모자가 할머니 집에 갈 수 있도록 방향을 알려주는 화살표 스티커를 붙여 보세요 .,Help Little Red Riding Hood find her way to her grandmother by putting the arrow.,48
뼈 등심 / 뼈 목살 품목 은 1 일 80 인분 한정 으로 조기 마감 될수 있습니다 .,The Bone-in Sirloin/Bone-in Shoulder/200-Cut Menus are limited to 80 servings per day and may be sold out early.,48
상큼한 딸기와 신선하고 부드러운 파스퇴르 우유가 만나 상큼달콤하게 즐길 수 있는 쉐이크,"Shake with fruity strawberries and fresh and smooth Pasteur milk, that deliver a fresh and sweet taste",48
상큼한 요거트에 달콤한 딸기를 블렌딩하여 새콤달콤하게 즐길 수 있는 드링킹 요거트입니다,Sweet and Sour Drinking Yogurt Blended with Sweet Strawberry,48
"새우 , 조개 , 홍합 등 다양한 종류의 해산물로 만든 오일 스튜 페스카토레 알아히요 ","Pescatore Al Ajillo, an oil stew with various seafood such as shrimp, clam and mussel",48
시간이 지나도 변함 없이 쫀득하고 촉촉한 생 식빵으로 즉석에서 만든 INEAT 샌드위치,"INEAT sandwich assembled with soft, springy, and moist fresh milk bread whose texture does not change over time",48
"에멘탈 , 딸레지오 , 고르곤 졸라 , 그라나 치즈가 들어간 "" 콰트로 포마지 피자 ""","""Quattro Formaggi Pizza"" with emmental, taleggio, gorgonzola and grana cheese",48
으악 ! 손에 나쁜 세균이 묻었어요 . 거품 스티커를 붙여 나쁜 세균을 없애 보세요 .,Oh no! We got bad germs on our hands. Put the bubble stickers to get rid of the bad germs.,48
짜지 않고 단맛이 특징인 암꽃게 간장게장 수량 한정으로 준비되오니 양해 부탁드립니다 .,"Soy Sauce Marinated Crab made with female crabs, with its distinct quality of a not salty and sweet flavor. Kindly bear in mind that the dish is limited in quantity.",48
청정 자연 제주 땅에서 자란 레몬을 착즙하여 레몬의 상큼한 맛을 담아낸 에이드입니다 .,"Ade with the Refreshing taste of squeezed Lemon, grown in Jeju's clean nature",48
"최대한 빠르게 드시길 권장해드리며, 아래 몇가지 맛있게 드시는 방법 소개해드리겠습니다.","To ensure that you get the most out of your meal, it's important to avoid over-cooking the ribs, as this can lead to the loss of their natural juices. Our recommendation is to eat the ribs as soon as they are ready, and here's how to enjoy them to the fullest:",48
코바치 6종과 튀김 · 선택한 메인 · 디저트와 커피로 구성된 세미코스를 즐겨보세요 .,"Enjoy the semi-course, consisting of 6 types of Kobachi(appetizers), a selected main dish, dessert, and coffee.",48
"통 오징어와 풍성한 해산물을 넣고 칠리 , 토마토 소스와 스파게티니 면을 곁들인 파스타","Pasta with whole squid and plenty of seafood, accompanied by chilies, tomato sauce, and spaghettini noodles.",48
특제 간장소스로 양념한 부드러운 특등심 민찌를 밥 위에 소복하게 올려 먹는 클래식 덮밥,Premium Minced Sirloin Marinated with Special Soy Sauce Topped on Rice,48
필라델피아 오리지널 우유함량 90% 이상 치즈를 그대로 사용하여 짜지 않고 고소한 매력,"Using original Philadelphia cheese with milk content of over 90%, the meal delivers a not salty but flavorful taste",48
"가리비 관자 , 조개 , 새우 등 신선한 해산물이 가득 들어간 "" 마레 스파게티니 ""","""Mare Spaghettini"" with fresh seafood such as scallops, clam and shrimp",47
"고담식당은 엄선된 프리미엄 고기를 저온 숙성하여 최상의 육질과 풍미를 선사합니다.""""","Godam Restaurant provides the best meat quality and flavor by ripening selected premium meat at low temperatures.""""",47
국산 팥을 이용해 만든 속을 부드러운 스펀지 케익으로 덮어 만든 부드러운 만주 입니다,Soft Manju with soft sponge cakes covering the filling made with Korean red beans,47
귀여운 곰돌이부터 커피와 잘 어울리는 테게백 쿠키까지 다영한 구성의 쿠키 세트 입니다,Various Cookies Set including Teddy Bear Cookies and Teegeback Cookies pairing well with coffee,47
"말아서 구운 닭다리살과 트러플 , 다양한 버섯이 들어간 크림 "" 치킨룰라드 리조토 ""","Cream ""Chicken Roulade Risotto"" with grilled rolled chicken drumsticks, truffle and various mushrooms",47
"밥 , 쌈채소 3가지 , 청양고추 한입 소반의 수제 된장소스와 숯불구이 삼겹살의 한쌈","Rice, three types of leaf wraps, Cheongyang chili pepper, Hanip Soban's handmade soybean paste sauce, and charcoal-grilled pork belly in one mouthful as gimbap",47
"비스킷 , 카라멜 , 흙내음 , 허브의 풍미와 몰트의 단맛이 있는 아이리쉬 레드 에일","An Irish Red Ale with the flavor of biscuits, caramel, earthy tones, and herb, and the sweet taste of malts",47
"소고기와 돼지고기 , 야채를 넣고 6시간 동안 끓여낸 깊은 풍미의 라구 딸리아딸레 ""","""Ragu Tagliatelle"" with a rich flavor made by boiling for 6 hours with beef, pork, and vegetables",47
아버지랑 부녀끼리 여행 다니는 모습을 보고하늘에서 엄마가어떤 생각 하실 지 그려주세요,Could you illustrate for me my mom's thought from heaven as she looks down on my father and I traveling together?,47
에스프레소와 이탈리안 마스카포네 치즈로 매일 아침 매장에서 직접 만드는 정통 티라미수,Authentic tiramisu made in-store every morning with espresso and Italian mascarpone cheese,47
여러 가지 동작을 반복 하고 있어요 . 빈칸에 들어갈 알맞은 스티커를 붙여 보세요 .,They are repeating a number of movements. Try putting the right stickers on the blanks.,47
"여러 종류의 해산물과 스페니쉬 초리조 , 파프리카를 넣은 토마토 "" 초리조 리조토 ""","Tomato ""Chorizo Risotto"" with various seafood, Spanish chorizo and paprika",47
