filename,rule_based,learning_based
1107,0.5435,0.5288
1108,0.3779,0.7237
1109,0.6782,0.7006
1110,0.8102,0.5505
1111,0.812,0.5362
1112,0.5079,0.6538
1113,0.6262,0.6381
1114,0.6119,0.56
1115,0.5096,0.6227
1116,0.709,0.6499
1117,0.8284,0.6908
1118,0.7728,0.5645
1119,0.6088,0.6448
1120,0.4498,0.4754
1121,0.8773,0.4049
1122,0.2859,0.4129
1123,0.9222,0.7317
1124,0.7532,0.4786
1125,0.4775,0.5807
1126,0.7867,0.5029
1127,0.418,0.3857
1128,0.6582,0.7078
1129,0.5114,0.6378
1130,0.7824,0.6677
1131,0.4829,0.4726
1132,0.3528,0.2393
1133,0.529,0.7067
1134,0.575,0.629
1135,0.6107,0.5957
1136,0.651,0.6342
1137,0.5704,0.5664
1138,0.5429,0.6017
1139,0.5331,0.5753
1140,0.6207,0.6592
1141,0.578,0.6004
1142,0.6264,0.6226
1143,0.5931,0.6033
1144,0.5566,0.5809
1145,0.5786,0.6193
1146,0.6018,0.6192
1147,0.5575,0.5041
1148,0.5992,0.6046
1149,0.5678,0.4783
1150,0.5687,0.5438
1151,0.5915,0.6373
1152,0.3282,0.5704
1153,0.5771,0.6325
1154,0.4965,0.5991
1155,0.5446,0.46
1156,0.7414,0.7357
1157,0.2255,0.4899
1158,0.3264,0.6512
1159,0.8143,0.7996
1160,0.7639,0.7144
1161,0.6612,0.6418
1162,0.2439,0.6304
1163,0.6078,0.6949
1164,0.6841,0.5514
1165,0.6077,0.6508
1166,0.2784,0.552
1167,0.7888,0.6819
1168,0.6232,0.5381
1169,0.5856,0.4317
1170,0.5685,0.642
1171,0.6618,0.6943
1172,0.7101,0.701
1173,0.9058,0.7068
1174,0.3756,0.6166
1175,0.6834,0.5753
1176,0.6456,0.5079
1177,0.9116,0.6086
1178,0.6574,0.731
1179,0.3778,0.5022
1180,0.5196,0.5447
1181,0.7983,0.7073
1182,0.7578,0.6064
1183,0.7023,0.6334
1184,0.804,0.6282
1185,0.6478,0.5516
1186,0.637,0.6415
1187,0.7371,0.7046
1188,0.9003,0.7222
1189,0.8646,0.6829
1190,0.7207,0.639
1191,0.6966,0.7302
1192,0.5853,0.5067
1193,0.6948,0.4657
1194,0.6526,0.6619
1195,0.4434,0.5191
1196,0.814,0.4177
1197,0.2208,0.2739
1198,0.7443,0.7436
1199,0.2537,0.3198
1200,0.9169,0.6399
1201,0.539,0.3845
1202,0.4348,0.6014
1203,0.2732,0.6596
1204,0.5686,0.4967
1205,0.6973,0.6231
1206,0.9386,0.7139
1207,0.8512,0.6084
1208,0.859,0.7454
1209,0.4363,0.6347
1210,0.6322,0.5048
1211,0.414,0.7482
1212,0.6758,0.6102
1213,0.7394,0.6029
1214,0.6147,0.5739
1215,0.5442,0.6079
1216,0.8779,0.5987
1217,0.9095,0.6652
1218,0.8446,0.6299
1219,0.3615,0.678
1220,0.6422,0.5735
1221,0.6944,0.5356
1222,0.4716,0.4404
1223,0.5937,0.539
1224,0.3294,0.3655
1225,0.7921,0.7064
1226,0.7652,0.6921
1227,0.7792,0.75
1228,0.4927,0.5914
1229,0.3721,0.7367
1230,0.8411,0.5778
1231,0.3252,0.3543
1232,0.5892,0.6205
1233,0.6584,0.6535
1234,0.5089,0.5181
1235,0.6595,0.6856
1236,0.5769,0.541
1237,0.5682,0.4879
1238,0.6474,0.6928
1239,0.7144,0.5938
1240,0.568,0.5849
1241,0.7393,0.6707
1242,0.5202,0.5673
1243,0.6988,0.5191
1244,0.7354,0.4143
1245,0.5396,0.4169
1246,0.5352,0.5134
1247,0.8782,0.7302
1248,0.812,0.6757
1249,0.3919,0.3915
1250,0.8893,0.6314
1251,0.4617,0.735
1252,0.8984,0.7327
1253,0.6644,0.6541
1254,0.5237,0.5585
1255,0.6514,0.5846
1256,0.3045,0.5758
1257,0.7689,0.5675
1258,0.6622,0.6223
1259,0.8497,0.5742
1260,0.9165,0.675
1261,0.5497,0.4923
1262,0.7143,0.5624
1263,0.3659,0.5963
1264,0.7786,0.5318
1265,0.813,0.3248
1266,0.5733,0.6209
1267,0.3044,0.3802
1268,0.3152,0.7203
1269,0.8073,0.5094
1270,0.6316,0.6448
1271,0.8275,0.6009
1272,0.5089,0.4542
1273,0.232,0.2821
1274,0.6112,0.5081
1275,0.3361,0.5823
1276,0.4584,0.644
1277,0.8934,0.6552
1278,0.58,0.4998
1279,0.7176,0.6989
1280,0.2993,0.3472
1281,0.5262,0.4901
1282,0.863,0.6514
1283,0.8095,0.5387
1284,0.3094,0.2973
1285,0.2694,0.2306
1286,0.5131,0.4876
1287,0.4659,0.3947
1288,0.8767,0.5897
1289,0.8797,0.557
1290,0.887,0.6715
1291,0.6103,0.586
1292,0.8524,0.6552
1293,0.8518,0.4619
1294,0.6738,0.6673
1295,0.3578,0.6333
1296,0.5052,0.522
1297,0.6704,0.6484
1298,0.5461,0.5602
1299,0.7832,0.6341
1300,0.4549,0.5231
1301,0.232,0.6019
1302,0.4657,0.4435
1303,0.7622,0.5444
1304,0.2866,0.3853
1305,0.7382,0.3719
1306,0.3857,0.4571
1307,0.8973,0.7052
1308,0.5175,0.5401
1309,0.8426,0.6715
1310,0.8239,0.5351
1311,0.9123,0.682
1312,0.6785,0.6086
1313,0.7219,0.5603
1314,0.4514,0.4273
1315,0.438,0.5021
1316,0.4203,0.3775
1317,0.5832,0.4785
1318,0.7306,0.6888
1319,0.7049,0.6103
1320,0.3049,0.5695
1321,0.5911,0.4866
1322,0.5762,0.4872
1323,0.577,0.6
1324,0.8729,0.6605
1325,0.2815,0.406
1326,0.9046,0.6989
1327,0.9106,0.7116
1328,0.5741,0.3492
1329,0.5215,0.4495
1330,0.7122,0.7117
1331,0.7003,0.5227
1332,0.6154,0.5463
1333,0.8639,0.6736
1334,0.8891,0.6869
1335,0.8233,0.4471
1336,0.8237,0.4164
1337,0.6854,0.7003
1338,0.6252,0.6055
1339,0.8699,0.7048
1340,0.8366,0.6381
1341,0.4376,0.4799
1342,0.8863,0.6631
1343,0.6523,0.5897
1344,0.2252,0.5842
1345,0.7354,0.7345
1346,0.4742,0.6139
1347,0.8704,0.6337
1348,0.5785,0.5499
1349,0.7623,0.6362
1350,0.9018,0.671
1351,0.8551,0.8033
1352,0.7372,0.664
1353,0.6537,0.6497
1354,0.6176,0.6039
1355,0.6751,0.6736
1356,0.7614,0.5384
1357,0.5296,0.5362
1358,0.7016,0.6113
1359,0.5277,0.5168
1360,0.8138,0.6371
1361,0.8066,0.6149
1362,0.3825,0.6985
1363,0.8955,0.6656
1364,0.6716,0.6029
1365,0.7813,0.4745
1366,0.6408,0.6754
1367,0.4453,0.3509
1368,0.5636,0.6721
1369,0.6268,0.642
1370,0.6795,0.5555
1371,0.7497,0.7064
1372,0.3841,0.6889
1373,0.7976,0.7381
1374,0.7625,0.7234
1375,0.7015,0.7003
1376,0.8394,0.6177
1377,0.7005,0.6259
1378,0.8159,0.7839
1379,0.2516,0.5724
1380,0.6546,0.5143
1381,0.5921,0.6379
1382,0.2185,0.5745
1383,0.5827,0.5873
1384,0.5401,0.5469
1385,0.5284,0.5041
1386,0.783,0.7441
1387,0.7519,0.6499
1388,0.7412,0.5818
1389,0.6725,0.7099
1390,0.6787,0.6622
1391,0.8661,0.6887
1392,0.801,0.7787
1393,0.7798,0.6443
1394,0.6824,0.5726
1395,0.4487,0.4855
1396,0.5936,0.5744
1397,0.9649,0.55
1398,0.9199,0.7058
1399,0.5722,0.6237
1400,0.7724,0.7452
1401,0.9075,0.7513
1402,0.9074,0.6815
1403,0.6217,0.7061
1404,0.6447,0.5145
1405,0.5504,0.4657
1406,0.7735,0.7727
1407,0.3263,0.5891
1408,0.7227,0.6872
1409,0.7792,0.5668
1410,0.827,0.5284
1411,0.5407,0.4786
1412,0.4444,0.5999
1413,0.4947,0.7029
1414,0.7453,0.7529
1415,0.6488,0.6349
1416,0.773,0.7201
1417,0.6911,0.7326
1418,0.6404,0.6108
1419,0.5109,0.5848
1420,0.7554,0.5289
1421,0.0023,0.5524
1422,0.4967,0.6358
1423,0.697,0.7256
1424,0.8994,0.7238
1425,0.7158,0.7258
1426,0.7517,0.6203
1427,0.7924,0.6793
1428,0.6139,0.6008
1429,0.792,0.7302
1430,0.339,0.7692
1431,0.7953,0.6921
1432,0.5557,0.5839
1433,0.7326,0.6293
1434,0.7069,0.6905
1435,0.8082,0.7643
1436,0.7793,0.7478
1437,0.6584,0.5786
1438,0.4737,0.6622
1439,0.5674,0.5647
1440,0.5669,0.6381
1441,0.7211,0.7134
1442,0.2045,0.3642
1443,0.7887,0.5678
1444,0.478,0.6807
1445,0.5106,0.6066
1446,0.5962,0.5769
1447,0.6748,0.637
1448,0.7916,0.6135
1449,0.8768,0.6922
1450,0.8134,0.6217
1451,0.3611,0.4223
1452,0.8655,0.5246
1453,0.5424,0.5701
1454,0.4704,0.4699
1455,0.3674,0.5958
1456,0.736,0.5174
1457,0.4616,0.5509
1458,0.5438,0.492
1459,0.7663,0.677
1460,0.7762,0.6353
1461,0.4135,0.6375
1462,0.4631,0.2977
1463,0.5873,0.6256
1464,0.6165,0.6081
1465,0.2964,0.4726
1466,0.8353,0.6535
1467,0.6886,0.6312
1468,0.5773,0.4898
1469,0.7861,0.6525
1470,0.8025,0.691
1471,0.3275,0.5603
1472,0.8099,0.6192
1473,0.8468,0.6422
1474,0.7893,0.7012
1475,0.9031,0.7452
1476,0.3551,0.6597
1477,0.3512,0.4603
1478,0.492,0.407
1479,0.7587,0.7032
1480,0.5866,0.517
1481,0.7783,0.6139
1482,0.6644,0.6505
1483,0.5986,0.5162
1484,0.3019,0.204
1485,0.5808,0.576
1486,0.6833,0.7455
1487,0.6476,0.6349
1488,0.803,0.5844
1489,0.7983,0.6268
1490,0.788,0.5616
1491,0.7413,0.749
1492,0.4453,0.4537
1493,0.6661,0.4884
1494,0.4436,0.4071
1495,0.6868,0.5457
1496,0.4654,0.707
1497,0.3808,0.6557
1498,0.5229,0.4658
1499,0.5457,0.497
1500,0.5067,0.5085
1501,0.7186,0.5351
1502,0.6143,0.4551
1503,0.4688,0.5957
1504,0.5386,0.5263
1505,0.263,0.739
1506,0.8262,0.5876
1507,0.8031,0.5644
1508,0.8498,0.7032
1509,0.8335,0.6706
1510,0.784,0.5471
1511,0.8018,0.5237
1512,0.4531,0.4683
1513,0.3555,0.4706
1514,0.2419,0.3799
1515,0.4526,0.4838
1516,0.6745,0.4973
1517,0.2679,0.4283
1518,0.7492,0.5699
1519,0.6982,0.4526
1520,0.4932,0.478
1521,0.3328,0.5795
1522,0.3482,0.4978
1523,0.2304,0.4971
1524,0.4117,0.3753
1525,0.7701,0.4555
1526,0.8709,0.7153
1527,0.4022,0.5517
1528,0.3746,0.4066
1529,0.6906,0.5177
1530,0.7333,0.6927
1531,0.6612,0.4425
1532,0.3917,0.2846
1533,0.751,0.6298
1534,0.4823,0.4869
1535,0.3365,0.3869
1536,0.2277,0.5102
1537,0.4034,0.584
1538,0.5979,0.538
1539,0.6092,0.4848
1540,0.5686,0.4175
1541,0.6022,0.454
1542,0.4925,0.3528
1543,0.7537,0.6095
1544,0.7341,0.5257
1545,0.4654,0.5778
1546,0.4539,0.5396
1547,0.4586,0.5608
1548,0.4512,0.5461
1549,0.4289,0.5328
1550,0.4897,0.6007
1551,0.3692,0.5249
1552,0.5057,0.5673
1553,0.4923,0.5682
1554,0.4927,0.5973
1555,0.4945,0.6009
1556,0.4802,0.5715
1557,0.4611,0.5829
1558,0.4764,0.5576
1559,0.4931,0.6116
1560,0.5517,0.4279
1561,0.4018,0.4059
1562,0.6094,0.5375
1563,0.5768,0.5069
1564,0.631,0.5135
1565,0.552,0.5296
1566,0.5835,0.5339
1567,0.6436,0.5381
1568,0.5696,0.5441
1569,0.6033,0.5694
1570,0.4044,0.5644
1571,0.6003,0.506
1572,0.505,0.4295
1573,0.6244,0.6636
1574,0.6649,0.6987
1575,0.7409,0.7302
1576,0.5923,0.5294
1577,0.6582,0.5985
1578,0.7005,0.7196
1579,0.7016,0.6859
1580,0.7212,0.7255
1581,0.4846,0.5813
1582,0.7607,0.687
1583,0.5981,0.6259
1584,0.8286,0.6445
1585,0.5622,0.5231
1586,0.7056,0.709
1587,0.6707,0.7019
1588,0.4942,0.4605
1589,0.5763,0.5462
1590,0.1378,0.3727
1591,0.3868,0.3687
1592,0.4557,0.3306
1593,0.2788,0.406
1594,0.4171,0.3699
1595,0.4104,0.5809
1596,0.4732,0.5041
1597,0.4298,0.4388
1598,0.4585,0.4884
1599,0.655,0.4667
1600,0.5183,0.5401
1601,0.6114,0.5474
1602,0.7276,0.5215
1603,0.7024,0.4419
1604,0.6238,0.6258
1605,0.5566,0.4772
1606,0.4426,0.4126
1607,0.5649,0.3391
1608,0.3868,0.413
1609,0.3508,0.4933
1610,0.6696,0.7009
1611,0.2198,0.5728
1612,0.7147,0.6761
1613,0.7321,0.6578
1614,0.6464,0.654
1615,0.3575,0.4855
1616,0.5933,0.5915
1617,0.2914,0.4074
1618,0.4015,0.408
1619,0.3913,0.4022
1620,0.6477,0.4468
1621,0.5202,0.3693
1622,0.2046,0.409
1623,0.5116,0.3029
1624,0.6883,0.6299
1625,0.3769,0.394
1626,0.4952,0.5126
1627,0.1938,0.3614
1628,0.3183,0.3051
1629,0.4911,0.411
1630,0.8995,0.658
1631,0.8351,0.6585
1632,0.6579,0.5786
1633,0.5423,0.5549
1634,0.7932,0.6401
1635,0.6294,0.4868
1636,0.7493,0.6438
1637,0.1969,0.5848
1638,0.5252,0.553
1639,0.6486,0.6433
1640,0.8768,0.6375
1641,0.8018,0.5707
1642,0.7622,0.4882
1643,0.5909,0.6541
1644,0.6692,0.5835
1645,0.7071,0.4685
1646,0.527,0.5028
1647,0.482,0.5803
1648,0.5236,0.5489
1649,0.4011,0.6308
1650,0.5572,0.632
1651,0.6645,0.4661
1652,0.9039,0.6008
1653,0.8407,0.6631
1654,0.7525,0.4673
1655,0.8285,0.6371
1656,0.5869,0.6129
1657,0.5411,0.5954
1658,0.5739,0.5594
1659,0.3343,0.4531
1660,0.4984,0.4966
1661,0.4462,0.5067
1662,0.303,0.5276
1663,0.286,0.4112
1664,0.6496,0.6119
1665,0.2919,0.5433
1666,0.6839,0.5671
1667,0.6737,0.6469
1668,0.8361,0.6372
1669,0.6152,0.5618
1670,0.8543,0.7247
1671,0.6143,0.6121
1672,0.4522,0.39
1673,0.5801,0.6519
1674,0.4678,0.6975
1675,0.4241,0.4089
1676,0.4476,0.6487
1677,0.8396,0.6614
1678,0.8853,0.6973
1679,0.7951,0.5348
1680,0.6048,0.542
1681,0.5564,0.5787
1682,0.62,0.7324
1683,0.8971,0.7315
1684,0.5795,0.6745
1685,0.6493,0.6299
1686,0.8955,0.6964
1687,0.853,0.5122
1688,0.6088,0.4658
1689,0.7687,0.4958
1690,0.1663,0.2759
1691,0.4028,0.5563
1692,0.3494,0.5287
1693,0.8538,0.696
1694,0.568,0.5157
1695,0.7441,0.5576
1696,0.8114,0.6081
1697,0.6786,0.6584
1698,0.7235,0.7204
1699,0.4322,0.4893
1700,0.7359,0.5678
1701,0.4151,0.5698
1702,0.9454,0.7992
1703,0.3753,0.3559
1704,0.4605,0.4852
1705,0.605,0.4803
1706,0.8562,0.4223
1707,0.5984,0.5778
1708,0.5957,0.5575
1709,0.5014,0.4343
1710,0.3662,0.5517
1711,0.177,0.4586
1712,0.1977,0.3945
1713,0.4171,0.4451
1714,0.2199,0.3454
1715,0.1082,0.3528
1716,0.245,0.4959
1717,0.2021,0.3518
1718,0.0939,0.3078
1719,0.6573,0.6388
1720,0.4526,0.6034
1721,0.4928,0.3783
1722,0.3522,0.361
1724,0.6722,0.759
1725,0.5234,0.4756
1726,0.7367,0.7215
1727,0.8714,0.6321
1728,0.4952,0.3751
1729,0.7018,0.7407
1730,0.8523,0.6997
1731,0.4303,0.4785
1732,0.3531,0.5434
1733,0.7349,0.7294
1734,0.7187,0.7051
1735,0.4023,0.4857
1737,0.0,0.0
1738,0.322,0.4606
1739,0.3973,0.4277
1741,0.3401,0.4026
1742,0.2196,0.6091
1743,0.4391,0.443
1744,0.5043,0.3724
1745,0.1693,0.5115
1746,0.1898,0.1881
1747,0.1065,0.6126
1748,0.405,0.6255
1749,0.1896,0.6002
1750,0.3389,0.4885
1751,0.2165,0.3723
1752,0.3978,0.2666
1753,0.2941,0.4331
1755,0.3368,0.5735
1756,0.1468,0.148
1758,0.4969,0.4042
1759,0.4516,0.3673
1760,0.3346,0.6208
1761,0.4348,0.6699
1762,0.4084,0.5609
1763,0.2255,0.2125
1765,0.4277,0.4156
1766,0.2816,0.4282
1767,0.2738,0.5194
1768,0.3476,0.4201
1769,0.5277,0.5003
1771,0.804,0.6212
1772,0.5413,0.4972
1773,0.6753,0.6133
1774,0.7891,0.5901
1775,0.8628,0.6072
1776,0.5635,0.662
1777,0.3524,0.5317
1778,0.4687,0.4838
1779,0.5697,0.4638
1780,0.5826,0.4798
1781,0.4785,0.5959
1782,0.5698,0.6276
1783,0.3793,0.5089
1784,0.3107,0.5873
1785,0.705,0.5821
1786,0.4441,0.4483
1787,0.5665,0.5344
1788,0.4522,0.4855
1789,0.6342,0.6029
1790,0.5778,0.662
1791,0.6344,0.7061
1792,0.803,0.6054
1793,0.6532,0.6946
1794,0.7233,0.7346
1795,0.417,0.7562
1796,0.6655,0.5641
1797,0.4742,0.4089
1798,0.7983,0.5007
1799,0.5685,0.6047
1800,0.6401,0.5194
1801,0.551,0.5422
1802,0.6583,0.514
1803,0.8479,0.8084
1804,0.6656,0.7131
1805,0.2198,0.4714
1806,0.7439,0.6804
1807,0.8763,0.5791
1808,0.6539,0.6342
1809,0.5963,0.6119
1810,0.4245,0.7422
1811,0.2705,0.6526
1812,0.6692,0.6054
1813,0.7786,0.7834
1814,0.4683,0.5342
1815,0.5743,0.4581
1816,0.3407,0.5206
1817,0.7583,0.6021
1818,0.5208,0.4431
1819,0.6256,0.4676
1820,0.6175,0.6794
1821,0.7947,0.6696
1822,0.5449,0.5372
1823,0.3413,0.6357
1824,0.8678,0.633
1825,0.2439,0.6237
1826,0.613,0.6749
1827,0.8118,0.6108
1828,0.5709,0.6434
1829,0.3676,0.6344
1830,0.5924,0.589
1831,0.6252,0.6755
1832,0.8435,0.6749
1833,0.9277,0.7468
1834,0.463,0.6866
1835,0.8455,0.5329
1836,0.477,0.5861
1837,0.868,0.6071
1838,0.5036,0.5588
1839,0.6438,0.686
1840,0.7896,0.7046
1841,0.8888,0.6905
1842,0.778,0.6402
1843,0.5254,0.5695
1844,0.8045,0.7982
1845,0.486,0.6916
1846,0.8446,0.6539
1847,0.496,0.5267
1848,0.8665,0.4277
1849,0.4862,0.6038
1850,0.6839,0.5671
1851,0.6737,0.6469
1852,0.6143,0.6121
1853,0.8227,0.6861
1854,0.6705,0.6788
1855,0.9328,0.7975
1856,0.8841,0.6803
1857,0.8,0.5042
1858,0.5187,0.5029
1859,0.8781,0.7403
1860,0.701,0.5915
1861,0.4499,0.5253
1862,0.9019,0.7152
1863,0.5704,0.5764
1864,0.3937,0.7078
1865,0.3921,0.4609
1866,0.8636,0.6465
1867,0.8503,0.5698
1868,0.5215,0.6265
1869,0.7695,0.5928
1870,0.5829,0.7673
1871,0.8214,0.6266
1872,0.5048,0.5018
1873,0.8063,0.6063
1874,0.1312,0.174
1875,0.681,0.5864
1876,0.8362,0.7092
1877,0.809,0.4945
1878,0.5704,0.5852
1879,0.6229,0.5193
1880,0.4709,0.5308
1881,0.6984,0.6905
1882,0.7504,0.7068
1883,0.5027,0.5572
1884,0.6095,0.5394
1885,0.5325,0.5804
1886,0.4751,0.3946
1887,0.7631,0.5394
1888,0.832,0.5535
1889,0.6785,0.6021
1890,0.507,0.5488
1891,0.2546,0.5455
1892,0.7207,0.7053
1893,0.4994,0.4924
1894,0.3598,0.3858
1895,0.6712,0.3107
1896,0.5906,0.6265
1897,0.4009,0.3436
1898,0.8217,0.6062
1899,0.6617,0.4153
1900,0.6821,0.6083
1901,0.4764,0.4442
1902,0.7785,0.5942
1903,0.6814,0.5742
1904,0.5367,0.5098
1905,0.3501,0.6272
1906,0.3858,0.4445
1907,0.8843,0.6594
1908,0.7569,0.512
1909,0.8816,0.661
1910,0.8581,0.618
1911,0.5326,0.4554
1912,0.7214,0.721
1913,0.7155,0.7982
1914,0.887,0.6503
1915,0.8268,0.5795
1916,0.5682,0.385
1917,0.2866,0.6345
1918,0.8633,0.5974
1919,0.6918,0.5217
1920,0.8601,0.7451
1921,0.8105,0.5217
1922,0.8144,0.7244
1923,0.3766,0.4655
1924,0.6495,0.5256
1925,0.7407,0.627
1926,0.4076,0.5156
1927,0.5234,0.5969
1928,0.8969,0.6284
1929,0.4569,0.4557
1930,0.7708,0.6196
1931,0.7581,0.641
1932,0.3608,0.6846
1933,0.7842,0.5015
1934,0.4024,0.5055
1935,0.6243,0.5407
1936,0.2694,0.3065
1937,0.8343,0.4428
1938,0.6076,0.5158
1939,0.8381,0.5452
1940,0.8468,0.6119
1941,0.9082,0.6277
1942,0.5724,0.5072
1943,0.4512,0.5157
1944,0.4724,0.5553
1945,0.4173,0.6724
1946,0.6307,0.5659
1947,0.7978,0.6182
1948,0.6334,0.5128
1949,0.899,0.6743
1950,0.8982,0.6979
1951,0.5733,0.58
1952,0.7428,0.6705
1953,0.7315,0.6429
1954,0.5751,0.5638
1955,0.8501,0.6914
1956,0.4166,0.6011
1957,0.5888,0.4708
1958,0.7411,0.6867
1959,0.8992,0.5661
1960,0.6818,0.767
1961,0.7902,0.6372
1962,0.9087,0.6688
1963,0.708,0.5541
1964,0.4583,0.5455
1965,0.8309,0.674
1966,0.8375,0.6926
1967,0.8724,0.4189
1968,0.867,0.615
1969,0.6142,0.495
1970,0.355,0.6443
1971,0.6462,0.5915
1972,0.612,0.5916
1973,0.7944,0.3534
1974,0.7054,0.6505
1975,0.8434,0.632
1976,0.7948,0.6157
1977,0.764,0.5607
1978,0.7756,0.5409
1979,0.6962,0.5215
1980,0.8628,0.6957
1981,0.5722,0.5722
1982,0.8528,0.662
1983,0.67,0.6044
1984,0.6975,0.6586
1985,0.5158,0.5705
1986,0.5222,0.5548
1987,0.3901,0.6128
1988,0.5809,0.6099
1989,0.6377,0.6553
1990,0.6649,0.6306
1991,0.568,0.5931
1992,0.6951,0.5003
1993,0.6454,0.6362
1994,0.8572,0.4984
1995,0.9212,0.6385
1996,0.536,0.5775
1997,0.5655,0.6093
1998,0.5817,0.5975
1999,0.759,0.7523
2000,0.5343,0.5432
2001,0.8378,0.6841
2002,0.3543,0.4934
2003,0.8952,0.7481
2004,0.5604,0.3612
2005,0.4868,0.4943
2006,0.8312,0.5903
2007,0.3024,0.4472
2008,0.7962,0.6601
2009,0.5804,0.6093
2010,0.5303,0.5846
2011,0.3786,0.5137
2012,0.527,0.6056
2013,0.8849,0.6081
2014,0.4974,0.5104
2015,0.6305,0.6916
2016,0.8042,0.5586
2017,0.6505,0.5751
2018,0.5668,0.7022
2019,0.3688,0.5564
2020,0.7156,0.5416
2021,0.9257,0.7095
2022,0.8879,0.7826
2023,0.9196,0.7677
2024,0.2902,0.549
2025,0.6573,0.6832
2026,0.586,0.6632
2027,0.8771,0.6344
2028,0.2578,0.4454
2029,0.9066,0.6894
2030,0.5021,0.6506
2031,0.7727,0.6249
2032,0.3919,0.5429
2033,0.6289,0.3393
2034,0.5934,0.661
2035,0.7022,0.5913
2036,0.4664,0.6139
2037,0.8026,0.7288
2038,0.7307,0.6852
2039,0.9057,0.7012
2040,0.8286,0.545
2041,0.8387,0.4543
2042,0.4672,0.4452
2043,0.8754,0.6108
2044,0.3248,0.6082
2045,0.759,0.5009
2046,0.3154,0.3578
2047,0.1941,0.3994
2048,0.6448,0.5785
2049,0.6841,0.6339
2050,0.4165,0.4337
2051,0.6735,0.5869
2052,0.6423,0.5777
2053,0.598,0.4975
2054,0.7951,0.5098
2055,0.5243,0.5092
2056,0.5833,0.4261
2057,0.8232,0.5482
2058,0.8222,0.4355
2059,0.5311,0.4819
2060,0.8032,0.5516
2061,0.6151,0.5169
2062,0.1822,0.1774
2063,0.587,0.5839
2064,0.6085,0.4668
2065,0.5631,0.5297
2066,0.7125,0.5615
2067,0.6665,0.6603
2068,0.816,0.7264
2069,0.4888,0.4657
2070,0.6762,0.4641
2071,0.3669,0.4284
2072,0.5152,0.4314
2073,0.9125,0.6207
2074,0.2119,0.5252
2075,0.7241,0.7148
2076,0.5445,0.5468
2077,0.8536,0.6018
2078,0.9193,0.6957
2079,0.5901,0.4588
2080,0.3442,0.5193
2081,0.7983,0.6773
2082,0.6297,0.5404
2083,0.6353,0.6676
2084,0.6471,0.6331
2085,0.6283,0.6699
2086,0.7147,0.5647
2087,0.5673,0.6291
2088,0.5965,0.6379
2089,0.7321,0.4829
2090,0.6217,0.5605
2091,0.5737,0.3608
2092,0.5847,0.4841
2093,0.5106,0.3983
2094,0.8249,0.6793
2095,0.8318,0.668
2096,0.2901,0.3742
2097,0.7319,0.6436
2098,0.7537,0.5308
2099,0.8487,0.5988
2100,0.7296,0.7017
2101,0.7407,0.547
2102,0.4261,0.4527
2103,0.666,0.6316
2104,0.5953,0.5549
2105,0.794,0.6188
2106,0.7188,0.5246
2107,0.5312,0.6364
2108,0.4597,0.5888
2109,0.6852,0.6686
2110,0.3993,0.56
2111,0.7588,0.4242
2112,0.558,0.4502
2113,0.3405,0.6827
2114,0.8175,0.5757
2115,0.7079,0.6619
2116,0.8651,0.6708
2117,0.7974,0.5725
2118,0.8439,0.6942
2119,0.5523,0.5561
2120,0.489,0.472
2121,0.3783,0.4123
2122,0.5387,0.3999
2123,0.8566,0.609
2124,0.5734,0.5949
2125,0.4877,0.5646
2126,0.627,0.6285
2127,0.6772,0.5614
2128,0.5287,0.5995
2129,0.7013,0.687
2130,0.6144,0.6676
2131,0.7833,0.5605
2132,0.5284,0.5635
2133,0.8863,0.6122
2134,0.8337,0.7175
2135,0.8264,0.5567
2136,0.8887,0.7531
2137,0.8982,0.7212
2138,0.4094,0.335
2139,0.6075,0.6027
2140,0.7145,0.7282
2141,0.8135,0.5337
2142,0.7226,0.579
2143,0.71,0.5367
2144,0.7946,0.5228
2145,0.7246,0.6486
2146,0.6525,0.4432
2147,0.8381,0.414
2148,0.8133,0.5617
2149,0.8883,0.6485
2150,0.574,0.4847
2151,0.8405,0.7018
2152,0.5153,0.5992
2153,0.28,0.3933
2154,0.8894,0.5649
2155,0.4215,0.6712
2156,0.6756,0.6394
2157,0.2969,0.6364
2158,0.6052,0.4874
2159,0.5305,0.5347
2160,0.5826,0.6267
2161,0.6033,0.5658
2162,0.69,0.695
2163,0.875,0.617
2164,0.8807,0.6863
2165,0.8545,0.5851
2166,0.6843,0.416
2167,0.3099,0.6137
2168,0.784,0.5561
2169,0.8173,0.7202
2170,0.5009,0.4793
2171,0.6157,0.5485
2172,0.6612,0.5298
2173,0.7971,0.7121
2174,0.5554,0.5815
2175,0.5873,0.5988
2176,0.8435,0.6522
2177,0.8471,0.5681
2178,0.6583,0.6769
2179,0.4207,0.4146
2180,0.5768,0.3858
2181,0.6132,0.5984
2182,0.546,0.5812
2183,0.4945,0.4641
2184,0.7366,0.5268
2185,0.6525,0.6435
2186,0.4976,0.5185
2187,0.6392,0.5225
2188,0.6283,0.6108
2189,0.8433,0.7034
2190,0.7781,0.6009
2191,0.5464,0.5572
2192,0.5104,0.625
2193,0.0992,0.4664
2194,0.505,0.5722
2195,0.4924,0.4806
2196,0.7974,0.5514
2197,0.6049,0.5904
2198,0.8629,0.6619
2199,0.8675,0.622
2200,0.4627,0.6014
2201,0.7414,0.2587
2202,0.776,0.5668
2203,0.7532,0.5728
2204,0.6063,0.5784
